year,title,lb_rating,tmdb_rating,genres,runtime_min,budget,revenue,original_language,production_companies,imdb_id,tmdb_id,original_title,tmdb_popularity,vote_count,release_date,overview,production_countries,status,tagline,profit
1988,My Neighbor Totoro,4.19,8.064,"Fantasy, Animation, Family",86,3700000.0,41000000.0,ja,"Studio Ghibli, Nibariki, Tokuma Shoten",tt0096283,8392,となりのトトロ,9.4632,8613,1988-04-16,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.",Japan,Released,He's your friendly neighbourhood forest spirit!,37300000.0
1988,Akira,4.28,7.94,"Animation, Science Fiction, Action",124,5700000.0,49000000.0,ja,"MBS, Sumitomo Corporation, TOHO, Kodansha, Tokyo Movie Shinsha, Bandai, Hakuhodo, LaserDisc Corporation",tt0094625,149,AKIRA,7.1436,4636,1988-06-10,A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath that only two teenagers and a group of psychics can stop.,Japan,Released,Neo-Tokyo is about to E.X.P.L.O.D.E.,43300000.0
1988,Dragon Ball: Mystical Adventure,3.09,6.7,"Action, Animation",48,,9714846.0,ja,Toei Animation,tt0142248,116776,ドラゴンボール 魔訶不思議大冒険,3.5228,298,1988-07-09,"Master Roshi has succeeded at the one mission he valued most: to train Goku and Krillin to become ultimate fighters. So, he arranges for them to test their mettle at a competition hosted by Emperor Chiaotzu. Not everyone's playing by the rules, however, as a member of the ruler's household schemes to use the Dragonballs to extort money and power from the royal.",Japan,Released,,
1988,Project A-Ko 3: Cinderella Rhapsody,3.25,5.2,"Animation, Science Fiction, Comedy",45,,,ja,"SOEISHINSHA, Studio Fantasia",tt0095914,134830,プロジェクト A子3 - シンデレラ・ラプソディ,2.6781,4,1988-06-20,"It revolves around A-Ko and B-ko's pursuit of a handsome stud named Kay. He likes coke and motorcycles and is quietly courted by both A-ko and B-ko. Meanwhile, C-ko grows very jealous of him... Also meanwhile, the aliens' ship in now floating in the bay and they've tried again to turn it into the ultimate nightspot. Good luck. Catastrophe always occurs when the three 'Ko's get together",Japan,Released,,
1988,Saint Seiya: Legend of Crimson Youth,3.45,7.659,"Action, Animation, Fantasy",75,,,ja,Toei Animation,tt0326143,66105,聖闘士星矢 真紅の少年伝説,2.5865,223,1988-07-23,"Athena receives the visit of Phoebus Abel, her older brother and God of the Corona. He informs her that he has come to destroy humanity as punishment for their corruption, just as it was done in ancient times. He dismisses Seiya and the Bronze Saints, as she will now be guarded by Abel's three Corona Saints, Atlas of Carina, Jaow of Lynx and Berenike of Coma Berenices, and the five resurrected Gold Saints who died in the Sanctuary battle: Saga of Gemini, Deathmask of Cancer, Shura of Capricorn, Camus of Aquarius and Aphrodite of Pisces. When Athena rebels against Abel's plan, he attacks her, sending her soul to Elysion, the final resting place from which there is no return. The Bronze Saints immediately rush to the Sanctuary to save her and ultimately overcome Abel.",Japan,Released,,
1988,りぼん RE-BORN,3.13,0.0,Drama,68,,,ja,Pal Entertainments Production,,1013367,りぼん RE-BORN,2.5665,0,1988-08-20,A coming-of-age fantasy depicting the interaction between a girl who believes in the existence of kappa and a girl who watch over her.,Japan,Released,,
1988,Guinea Pig: Mermaid in the Manhole,3.36,5.3,"Horror, Romance",58,5500.0,,ja,Japan Home Video,tt0161638,32292,ザ・ギニーピッグ マンホールの中の人魚,2.4267,68,1988-07-25,"An artist dealing with the grief of his wife leaving him finds solace in painting the squalor of the sewer. He discovers a trapped mermaid, whom he brings home to heal. Her condition worsens, and she asks the artist to paint her before she dies.",Japan,Released,,
1988,Saint Seiya: The Heated Battle of the Gods,3.2,7.57,"Action, Animation, Fantasy",46,,,ja,Toei Animation,tt0322918,83091,聖闘士星矢 神々の熱き戦い,2.3205,199,1988-03-12,"In Siberia, Hyōga saves a man that is being attacked. Injured, the man manages only to say something about Asgard. Some days later, Saori, Seiya, Shiryū and Shun are wondering about Hyōga and decide to go to Asgard to investigate. At Valhalla, the Lord of Asgard, Dolbar, says he has not heard of any Hyōga and neither has his right hand, Loki. However, at all times Seiya and the others can feel an evil cosmo emanating from Loki and the other Odin Saints called God Warriors. Shiryū, in particular, notices a familiar cosmo coming from Midgard, a mysterious, masked God Warrior. Dolbar makes it clear that he is trying to take control of both Asgard and the Sanctuary, imprisoning Athena in a strange dimension within the giant statue of Odin. Midgard reveals himself as Hyōga and tries to kill Shiryū to prove himself to Dolbar. Thus, it is the task of the Bronze Saints to defeat Dolbar, Loki and the rest of the God Warriors, to save Athena and Hyōga.",Japan,Released,,
1989,Kiki's Delivery Service,4.14,7.829,"Animation, Family, Fantasy, Drama",103,6900000.0,4493017.0,ja,"Studio Ghibli, Nibariki, Tokuma Shoten, Nippon Television Network Corporation",tt0097814,16859,魔女の宅急便,5.3202,4455,1989-07-29,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.",Japan,Released,"I was feeling blue, but I'm better now.",-2406983.0
1989,Lucky Sky Diamond,2.81,3.6,"Horror, Science Fiction",58,,,ja,"Japan Home Video, Ogura Office",tt0161637,223319,LSD -ラッキースカイダイアモンド-,4.4961,9,1989-03-11,"At the clinic where her boyfriend Katayama, a young genius doctor, is the director, Yoko, a young girl who continues to suffer from eerie nightmares every day, is not getting better despite the care of her sister Sakurako and Katayama's treatment. Sakurako, the sister, is suspicious of Yoko's condition and confronts Katayama, who tells her that she suffers from a serious mental disorder and that the only way to cure it is to have brain surgery. Yoko, despite being persuaded by her sister and Katayama, agrees to the surgery, although she is skeptical...",Japan,Released,,
1989,Riki-Oh: The Wall of Hell,3.26,7.0,"Action, Animation, Drama, Fantasy",48,,,ja,Magic Bus,tt3296930,282915,RIKI-OH 力王 等括地獄,3.3293,25,1989-06-25,"In the late 1990s, society is descending into ecological collapse and totalitarianism. Saiga Riki-Oh, a mysterious man with a six-pointed star on his fist, finds himself at the privately-owned Tokyo State Prison. Serving a term of three years due to assault, his first offense, Riki-Oh openly antagonizes The Four Emperors, four powerful prisoners that control the prison and keep the rest of the inmates in line...",Japan,Released,,
1989,Dragon Ball Z: Dead Zone,3.01,6.8,"Animation, Action, Fantasy",41,,9060335.0,ja,"Toei Animation, Toei Company",tt0142235,28609,ドラゴンボールＺ オラの悟飯をかえせッ!!,3.1635,602,1989-07-15,"In order to wish for immortality and avenge his father, Garlic Jr. collects the dragon balls, kidnapping Goku's son Gohan in the process. Goku, Kami, Piccolo, and Krillin unite to rescue Gohan and save the world from being sucked into a dead zone.",Japan,Released,Pray for those who took him.,
1989,"Crying Freeman 2: Shades of Death, Part 1",3.35,5.556,"Animation, Action",50,,,ja,"Aies, Toei Animation",tt0190335,216930,Crying フリーマン2 風声鶴唳,2.9906,9,1989-08-01,"With the blessing of the 108 Dragons, Yo and Emu marry and receive new names, Ron Tayan and Fu Ching Ran. The elders send them to Macau to find out who's behind a new attack. Fu is kidnaped; at the same time, Baya San (the huge granddaughter of the 108 Dragons' aged leaders) demands to be the next head of the gang, not Ron. The childish Baya San has joined forces with the Macau gang, in league with the American mob. A surprise visitor from the US arrives where Fu is being held captive. Can Ron rescue her, find the traitor within the 108 Dragons, defeat his enemies, and bring discipline to Baya San? He must still face the angry and deadly girlfriend of the American visitor.",Japan,Released,,
1989,Godzilla vs. Biollante,3.51,7.4,"Action, Horror, Fantasy, Science Fiction",105,5000000.0,7000000.0,ja,Toho Pictures,tt0097444,18289,ゴジラvsビオランテ,2.8218,286,1989-12-16,"After the previous Godzilla attack, a miniature arms race ensues to collect his cells. Concerned over Godzilla's possible return, the Japanese government uses the cells to create a new bio-weapon, ANEB (Anti-Nuclear Energy Bacteria). They seeks the aid of geneticist Genshiro Shiragami, who's experiments result in a new mutation.",Japan,Released,The winner of this battle would be the most enormous enemy against human beings.,2000000.0
1989,Saint Seiya: Warriors of the Final Holy Battle,3.03,7.357,"Action, Animation, Fantasy",45,,,ja,Toei Animation,tt0326101,83088,聖闘士星矢 最終聖戦の戦士たち,2.3928,249,1989-03-18,"The plot involves the coming of Lucifer to the Sanctuary, where his underlings systematically dispose of the surviving Gold Saints. Athena goes to Lucifer to ask for peace, placing herself in peril. The Bronze Saints must then come to her rescue, destroying Lucifer's Fallen Angels (Seima Tenshi in Japanese) in the process.",Japan,Released,,
1990,Dragon Ball Z: The World's Strongest,2.88,6.634,"Action, Animation, Science Fiction",60,,1009767.0,ja,"Toei Company, Toei Animation",tt0142240,39100,ドラゴンボールZ この世で一番強いヤツ,3.2244,542,1990-03-10,"The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue.",Japan,Released,Deep in the ice is earth's greatest threat that can only be stopped by one man.,
1990,Nineteen 19,3.42,10.0,"Animation, Romance, Drama",42,,,ja,Madhouse,tt0330699,73797,Nineteen 19,3.1612,1,1990-07-27,"While in junior high, Kubota, had a major crush on Masana but she was dating Kazuya. Now in his senior year of high school, Kubota, still has a crush on Masana even though he hasn't seen her in years. A chance encounter leads to an interesting situation. It seems Masana has broken up with Kazuya and is ready for a new relationship. Or is she? Will Kubota be so blinded by his feelings that he fails to see what is really happening? Will he even care?! After all he could very easily lose his virginity by pretending that he doesn't. Adapted from the Nineteen manga.",Japan,Released,,
1990,Dragon Ball Z: The Tree of Might,2.99,6.5,"Action, Animation, Science Fiction",61,,8633074.0,ja,Toei Animation,tt0142233,39101,ドラゴンボールZ 地球まるごと超決戦,3.1069,616,1990-06-07,Goku and friends must stop a band of space pirates from consuming fruit from the Tree of Might before it's destructive powers drain Earth's energy.,Japan,Released,"From the seeds of destruction, a new threat has arisen.",
1990,Ghost,3.59,6.1,"Fantasy, Animation, Horror",6,,,ja,,tt0087329,258570,Ghost,2.7654,30,1990-11-07,"Haunting light and haunted spaces, otherworldly movement and abstracted time. A ghost visits an apartment complex.",Japan,Released,,
1990,Dreams,4.23,7.715,"Fantasy, Drama",119,12000000.0,2970161.0,ja,"Warner Bros. Pictures, Amblin Entertainment, Kurosawa Production, Akira Kurosawa USA",tt0100998,12516,夢,2.0341,536,1990-05-11,"Eight visually rich vignettes drawn from Kurosawa’s own dreams—fox weddings and vanished orchards, a soldier’s ghosts, a walk through Van Gogh’s canvases, nuclear nightmares, and a water-mill utopia—meditate on childhood, art, mortality, and humanity’s uneasy bond with nature.","Japan, United States of America",Released,"The past, present, and future. The thoughts and images of one man... for all men. One man's dreams... for every dreamer.",-9029839.0
1991,Dragon Ball Z: Cooler's Revenge,3.29,7.006,"Action, Animation, Science Fiction",48,,16331742.0,ja,"Toei Animation, Toei Company",tt1125254,24752,ドラゴンボールZ とびっきりの最強対最強,4.8382,726,1991-07-20,"After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler - Frieza's brother - sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight... until Goku transforms into a Super Saiyan.",Japan,Released,Frieza is gone. Vengeance is coming.,
1991,Mobile Suit Gundam F91,3.18,6.51,"Animation, Science Fiction",115,,,ja,SUNRISE,tt0159568,16308,機動戦士ガンダムF91,4.5241,48,1991-03-16,"U.C. 0123. After a generation of peace, the Earth Federation has begun to build new space colonies to house humanity's growing population. But a new force, the aristocratic Crossbone Vanguard, plans to seize the colonies of the newly constructed Frontier Side for itself. As their home becomes a battlefield, a handful of young civilians struggle to escape the conflict. To save his friends and family, the reluctant warrior Seabook Arno becomes the pilot of a new Gundam which bears the code name F91.",Japan,Released,,
1991,Dragon Ball Z: Lord Slug,2.79,6.508,"Action, Animation, Science Fiction",52,,15218214.0,ja,Toei Animation,tt0142244,39102,ドラゴンボールゼット 超スーパーサイヤ人じんだ孫そん悟ご空くう,3.4689,575,1991-03-19,A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang.,Japan,Released,,
1991,Robin Hood,3.76,9.0,"Family, Animation, TV Movie",86,,,ja,"Mondo TV, Tatsunoko Production, Interfilm Company",tt0837129,417160,Robin Hood,3.0935,2,1991-01-01,Watch the transformation of young Robert Huntington as he becomes the heroic outlaw Robin Hood in this high quality entertaining animated feature for your kids and family. Join Robin Hood and his trusted companions as they dash from one adventure to the next. Robin won’t rest until he saves Maid Marian and restores King Richard to the throne.,,Released,An Animated Classic,
1991,A Brighter Summer Day,4.5,8.285,"Crime, Drama, Romance",237,,,zh,"Yang & His Gang Filmmakers, Brighter Summer Productions",tt0101985,15804,牯嶺街少年殺人事件,2.3504,372,1991-07-27,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan.",Taiwan,Released,,
1992,Dragon Ball Z: The Return of Cooler,2.99,6.451,"Action, Animation, Science Fiction",46,,19581369.0,ja,"Toei Company, Bird Studios, Toei Animation",tt0142237,39103,ドラゴンボールZ 激突!!100億パワーの戦士たち,6.7766,1087,1992-03-07,Cooler has resurrected himself as a robot and is enslaving the people of New Namek. Goku and the gang must help.,Japan,Released,The odds are 10 billion to 2.,
1992,Porco Rosso,4.03,7.794,"Family, Comedy, Animation, Adventure, Fantasy",93,9200000.0,44600000.0,ja,"Studio Ghibli, TOHO, Tokuma Shoten, Nibariki, Mitsubishi, Nippon Television Network Corporation",tt0104652,11621,紅の豚,5.7074,3622,1992-07-18,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",Japan,Released,Can a pig really fly?,35400000.0
1992,Dragon Ball Z: Super Android 13!,3.01,6.923,"Action, Animation, Science Fiction",46,,18554927.0,ja,"Toei Animation, Bird Studios, Toei Company",tt0142241,39104,ドラゴンボールＺ 極限バトル！三大超サイヤ人,3.8027,600,1992-07-11,"Dr. Gero's Androids #13, #14, and #15 are awakened by the laboratory computers and immediately head to the mall where Goku is shopping. After Goku, Trunks, and Vegeta defeat #14 and #15, #13 absorbs their inner computers and becomes a super being greater than the original three separately were. Now it is up to Goku to stop him.",Japan,Released,Three Androids. Three Saiyans. One Ultimate Battle.,
1992,Godzilla vs. Mothra,3.29,6.9,"Action, Adventure, Fantasy, Science Fiction",102,,20000000.0,ja,Toho Pictures,tt0104352,39465,ゴジラvsモスラ,2.9571,216,1992-12-12,"Mothra's dark counterpart, Battra, emerges to eliminate humanity on behalf of the Earth. Two tiny fairies called the Cosmos offer their help by calling Mothra to battle the creature. Unfortunately a meteorite has awoken a hibernating Godzilla as a three way battle for the Earth begins.",Japan,Released,Earth S.O.S.! The battle over the future of the human race begins.,
1992,Dragon Ball Z: Summer Vacation Special,3.04,6.5,Animation,43,,,ja,Toei Animation,tt3996544,675304,ドラゴンボールZ 極限バトル！！三大 超 スーパー サイヤ人 スペシャル,2.7824,14,1992-07-13,"This is a TV special that takes place directly after Dragon Ball Z movie 7. In it, Goku and Gohan discuss Dragon Ball movies 1-3 and Dragon Ball Z movies 1-7.",Japan,Released,,
1993,Dragon Ball Z: Bojack Unbound,3.25,7.155,"Action, Animation, Science Fiction",51,,18435583.0,ja,Toei Animation,tt0142238,39105,ドラゴンボールZ 銀河ギリギリ!! ぶっちぎりの凄い奴,7.4727,608,1993-07-10,"Mr. Money is holding another World Martial Arts Tournament and Mr. Satan invites everyone in the world to join in. Little does he know that Bojack, an ancient villain who has escaped his prison, is competing. Since Goku is currently dead, it is up to Gohan, Vegeta, and Trunks to defeat Bojack and his henchman.",Japan,Released,A new threat emerges. A champion prepares.,
1993,Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,2.69,6.7,"Action, Adventure, Animation",59,,,ja,"Bird Studios, Toei Animation",tt1286785,652754,ドラゴンボールZ外伝 サイヤ人絶滅計画,4.3933,64,1993-09-23,"Dr. Raichi is one of the only survivors of the Tuffles, a race that once lived on Planet Plant before the coming of the Saiyans. The Saiyans not only massacred the entire Tuffle race, but also stole their technology and conquered the planet, renaming it Planet Vegeta in honor of their king. Raichi managed to escape with a capsule and found refuge on the Dark Planet, a world at the end of the universe. His only wish is to eradicate the last remaining Saiyans.",Japan,Released,,
1993,Samurai Kids,3.54,6.0,"Adventure, Fantasy",106,,,ja,"Office Two-One, TOHO, Fuji Television Network, Right Vision Corporation",tt0108036,444656,水の旅人－侍KIDS－,4.1559,1,1993-07-17,"A special effects filled fantasy adventure, in which an 8-year-old boy encounters an ancient samurai warrior who is only six inches tall.",Japan,Released,,
1993,Daughter of Darkness,2.86,5.333,"Thriller, Horror, Comedy",96,,,zh,"Scholar Films Co., Ltd., Martini Film Company Ltd., Mandarin Films",tt0107572,80794,滅門慘案之孽殺,3.8679,27,1993-10-28,The police suspect a young teenager who was horrifically abused by her family and raped by her father of finally snapping and slaughtering them all.,Hong Kong,Released,,
1993,Ninja Scroll,3.84,7.8,"Fantasy, Animation, Action",94,,,ja,"Madhouse, Animate Film, JVC, movic",tt0107692,14282,獣兵衛忍風帖,3.2876,721,1993-06-05,"Jubei is a masterless ninja who travels the land alone, lending his services to those with gold—or a worthy cause. His fearsome abilities have served him well, but a plot to overthrow the government threatens to end his wandering ways—and possibly his life.",Japan,Released,"Feudal Japan—a time of danger, intrigue and deception . . .",
1993,Crayon Shin-chan: Action Mask vs. Leotard Devil,3.41,7.1,"Animation, Comedy",93,,,ja,"TV Asahi, Shin-Ei Animation, ADK",tt0409848,128868,クレヨンしんちゃん アクション仮面VSハイグレ魔王,3.0469,57,1993-07-24,"Everyone's favorite TV superhero Action Mask shows up in Kasukabe, and he's trying to get something from Shin-chan -- but what could it be?",Japan,Released,,
1993,Farewell My Concubine,4.39,7.9,Drama,171,4000000.0,6400000.0,zh,"Beijing Film Studio, China Film Co-Production Corp., Tomson (Hong Kong) Films Co., Ltd.",tt0106332,10997,霸王别姬,2.848,657,1993-01-01,"In an epic tale of theater, gender, love and class, two Beijing opera actors navigate political turmoil as their friendship evolves over decades.","China, Hong Kong",Released,The passionate triangle of two lifelong friends and the woman who comes between them!,2400000.0
1993,Dragon Ball Z: The History of Trunks,3.85,7.611,"Animation, Action, Science Fiction",48,,,ja,"Fuji Television Network, Toei Company",tt0142247,39324,ドラゴンボールZ 絶望への反抗!! 残された超戦士・悟飯とトランクス,2.792,587,1993-02-24,It has been thirteen years since the Androids began their killing rampage and Son Gohan is the only person fighting back. He takes Bulma's son Trunks as a student and even gives his own life to save Trunks's. Now Trunks must figure out a way to change this apocalyptic future,Japan,Released,This is the story of the future that never was.,
1994,Dragon Ball Z: Bio-Broly,2.05,5.772,"Animation, Action, Science Fiction",50,,17121947.0,ja,"Toei Company, Bird Studios, Toei Animation",tt0142234,39106,ドラゴンボールＺ 超戦士撃破!!勝のはオレだ,4.1531,554,1994-07-09,"Jaga Bada, Mr. Satan's old sparring partner, has invited Satan to his personal island to hold a grudge match. Trunks and Goten decide to come for the adventure and Android #18 is following Satan for the money he owes her. Little do they know that Jaga Bada's scientist have found a way to resurrect Broly, the legendary Super Saiyan.",Japan,Released,Broly is back! And this time a case of mistaken identity might be the end of the planet!,
1994,Fist of Legend,3.73,7.474,Action,103,,1907743.0,zh,"Eastern Productions, Orange Sky Golden Harvest",tt0110200,17809,精武英雄,3.423,587,1994-12-22,"Chen returns to his school when he finds out that his martial arts teacher has died. When he learns that his school students are harassed by some hooligans, he gears himself up to save them.",Hong Kong,Released,"To avenge his master's death, He'll fight like never before!",
1994,Godzilla vs. SpaceGodzilla,3.01,6.734,"Action, Adventure, Science Fiction",108,10300000.0,20000000.0,ja,Toho Pictures,tt0109916,39466,ゴジラvsスペースゴジラ,2.758,235,1994-12-10,"A mysterious extraterrestrial being resembling Godzilla rapidly approaches Earth. The monster, dubbed SpaceGodzilla, lands to challenge the King of the Monsters.",Japan,Released,The descent of the God of Destruction,9700000.0
1994,Pom Poko,3.71,7.164,"Adventure, Animation, Fantasy",119,,,ja,Studio Ghibli,tt0110008,15283,平成狸合戦ぽんぽこ,2.7299,1159,1994-07-16,"The Raccoons of the Tama Hills are being forced from their homes by the rapid development of houses and shopping malls. As it becomes harder to find food and shelter, they decide to band together and fight back. The Raccoons practice and perfect the ancient art of transformation until they are even able to appear as humans in hilarious circumstances.",Japan,Released,A Fantastic Tale Of Survival,
1995,Ghost in the Shell,4.1,7.922,"Action, Animation, Science Fiction",83,3000000.0,10000000.0,ja,"Bandai Visual, Production I.G, Kodansha, Manga Entertainment",tt0113568,9323,GHOST IN THE SHELL,8.9946,3757,1995-11-18,"In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.","Japan, United Kingdom",Released,It found a voice... Now it needs a body.,7000000.0
1995,Gonin,3.73,6.5,"Action, Crime, Thriller, Drama",121,,,ja,"Shochiku, Image Factory IM Co. Ltd.",tt0113194,26830,Gonin,6.2163,60,1995-09-23,"Five men plot to steal a large sum of money from the local yakuza, but everything does not go as planned and the men find themselves hunted down by contract killers.",Japan,Released,Five men... two killers... one massacre...,
1995,Dragon Ball Z: Wrath of the Dragon,3.45,7.297,"Animation, Action, Science Fiction",51,,11694663.0,ja,"Toei Company, Bird Studios, Toei Animation",tt0142243,39108,ドラゴンボールZ 龍拳爆発!!悟空がやらねば誰がやる,4.4478,770,1995-07-15,The Z Warriors discover an unopenable music box and are told to open it with the Dragon Balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster.,Japan,Released,"If he doesn't do it, who will?",
1995,Dragon Ball Z: Fusion Reborn,3.69,7.524,"Animation, Action, Science Fiction",55,,23500000.0,ja,"Toei Company, Bird Studios, Toei Animation",tt0142236,39107,ドラゴンボールZ 復活のフュージョン!! 悟空とベジータ,3.7263,907,1995-03-04,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",Japan,Released,Hell’s gates have opened.,
1995,Whisper of the Heart,4.18,7.948,"Animation, Drama, Family",111,,,ja,"Studio Ghibli, Nippon Television Network Corporation, Tokuma Shoten, Hakuhodo",tt0113824,37797,耳をすませば,3.6435,2216,1995-07-15,"Shizuku lives a simple life, dominated by her love for stories and writing. One day she notices that all the library books she has have been previously checked out by the same person: 'Seiji Amasawa'.",Japan,Released,I found someone I like.,
1995,Macross Plus: The Movie,3.83,7.064,"Action, Adventure, Animation, Science Fiction",115,,,ja,"Studio Nue, Triangle Staff, Bandai Visual, Studio Boston",tt2330912,18837,マクロスプラス MOVIE EDITION,3.0491,70,1995-10-06,"Three decades after the great war between the humans and the Zentradi, the U.N. government is developing new technologies to use in their transforming fighter aircraft by running tests on the colony planet Eden. Military test pilots and former childhood friends, loose cannon Isamu Alva Dyson and the Zentradi mixed race Guld Goa Bowman, are selected to each pilot a new aircraft (Shinsei Industries' YF-19 & General Galaxy's YF-21) for Project Super Nova, to choose the newest successor to the VF-11 Thunderbolt variable fighter which is currently still in use by the U.N. Spacy military forces. Their own personal grudges end up disrupting the tests, and begin to wreak havoc on the program.",Japan,Released,,
1995,Memories,4.0,7.451,"Fantasy, Animation, Science Fiction",113,,,ja,"Bandai Visual, Shochiku, Madhouse, Kodansha, STUDIO4℃",tt0113799,42994,MEMORIES,2.8791,543,1995-12-23,Three back-to-back anime films by three different directors make up this sci-fi trilogy three years in the making.,Japan,Released,Three Unforgettable Tales From The Masters of Anime.,
1995,Love Letter,4.13,7.8,"Drama, Romance",117,,,ja,"Fuji Television Network, Herald Ace",tt0113703,47002,ラブレター,2.606,245,1995-03-25,"Hiroko attends the memorial service of her fiancé, Itsuki Fujii, who died in a mountain-climbing incident. Although Itsuki's mother says that their old house is gone, Hiroko records the address listed under his name in his yearbook and sends him a letter. Surprisingly, she receives a reply, and discovers it came from his old classmate, a girl who also happens to be called Itsuki Fujii.",Japan,Released,Lost love lives on.,
1996,Tenchi Muyo! In Love,3.47,6.0,"Animation, Comedy",95,,,ja,"Anime International Company, Pioneer LDC, KADOKAWA Shoten, GAGA Communications",tt0117876,34935,天地無用! in LOVE,4.1187,27,1996-04-20,"The demonic space criminal Kain has escaped from prison and destroyed the Galaxy Police headquarters. To ensure that the Jurai will not stop him, Kain travels back to 1970 to eliminate Tenchi's mother before he is even born. Now, Tenchi and the gang must travel to the past to stop him before he ceases to exist.",Japan,Released,,
1996,M.D. Geist II: Death Force,3.0,4.8,"Science Fiction, Animation, Action",45,,,ja,"Zero Gravity Management, Nippon Columbia, Studio Cosmos, Tokyo Animation Film, Wako Productions",tt0217635,71449,装鬼兵MDガイスト2,4.1133,15,1996-03-01,"Less than a year after Geist activated the Death Force, which decimated most of Jerra's population, he has kept himself busy by dismantling the Death Force machines one by one. Most of the remaining human population have fled to a remote haven run by a warlord named Krauser. Krauser is another MDS unit, MD-01, who has a technology that hides his mobile fortress from the Death Force.",Japan,Released,,
1996,Armitage III: Poly Matrix,3.31,6.4,"Animation, Science Fiction, Thriller",90,,,ja,"Anime International Company, Jay Film",tt0109151,33322,アミテージ・ザ・サード POLY-MATRIX,3.4358,68,1996-06-25,"Ross Sylibus is assigned to a police unit on a Martian colony, to find that women are being murdered by a psychotic named D'anclaude. He is assigned a very unorthodox partner named Naomi Armitage, who seems to have links to the victims. To stir things up more, every victim is found to be an illegally made third-generation android.","United States of America, Japan",Released,,
1996,Dragon Ball: The Path to Power,3.37,7.4,"Animation, Adventure, Fantasy",80,,,ja,Toei Animation,tt0142250,39148,ドラゴンボール 最強への道,3.0081,388,1996-03-04,"A retelling of Dragon Ball's origin with a different take on the meeting of Goku, Bulma, and Kame-Sen'nin. It also retells the Red Ribbon Army story; but this time they find Goku rather than Goku finding them.",Japan,Released,,
1996,Shall We Dance?,3.63,7.4,"Music, Comedy, Drama, Romance",136,,43000000.0,ja,"Altamira Pictures, TOHO",tt0117615,11239,Shall we ダンス?,2.9369,175,1996-01-27,"A bored accountant spots a beautiful woman in the window of a ballroom dance studio. He secretly starts taking dancing lessons to be near her, and then over time discovers how much he loves dancing. His wife, meanwhile, has hired a private detective to find out why he has started coming home late smelling of perfume.",Japan,Released,She's got the moves… but he's got two left feet!,
1997,Princess Mononoke,4.39,8.3,"Adventure, Fantasy, Animation",134,23500000.0,176506186.0,ja,"Studio Ghibli, dentsu, Tokuma Shoten, Nippon Television Network Corporation, Nibariki, TNDG",tt0119698,128,もののけ姫,10.5276,8766,1997-07-12,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",Japan,Released,The fate of the world rests on the courage of one warrior.,153006186.0
1997,Neon Genesis Evangelion: The End of Evangelion,4.47,8.263,"Animation, Science Fiction, Drama, Fantasy",87,,20563523.0,ja,"GAINAX, movic, Star Child Recording, TV Tokyo, Production I.G, KADOKAWA Shoten, Toei Company, SEGA",tt0169858,18491,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,6.0328,1790,1997-07-19,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",Japan,Released,The fate of destruction is also the joy of rebirth.,
