year,title,lb_rating,tmdb_rating,genres,runtime_min,budget,revenue,original_language,production_companies,imdb_id,tmdb_id,original_title,tmdb_popularity,vote_count,release_date,overview,production_countries,status,tagline,profit
1968,Profound Desires of the Gods,4.0,7.336,Drama,173,,,ja,Nikkatsu Corporation,tt0063173,50696,神々の深き欲望,1.0183,67,1968-11-22,"Tokyo engineer Kariya arrives on a primitive tropical island, where he interacts with the Futori clan, to drill a well to power a sugar mill.",Japan,Released,,
1968,Gamera vs. Viras,2.56,5.676,"Adventure, Action, Science Fiction, Family",81,56000.0,,ja,Daiei Film,tt0063000,34131,ガメラ対宇宙怪獣バイラス,0.8452,88,1968-03-20,"As alien invaders plot to conquer the Earth, two Boy Scouts steal a mini-submarine and discover Gamera in their midst. Transported to the alien's spaceship, the Scouts are menaced by the evil inhabitants, including Viras, a squid-like monster that grows to colossal size to battle Gamera.",Japan,Released,Civilization is in chaos...,
1969,Love and Crime,3.34,6.9,"Crime, Drama, Horror, Thriller",92,,,ja,Toei Company,tt0142652,108747,明治・大正・昭和　猟奇女犯罪史,2.8532,9,1969-08-27,"A series of short stories about bizarre crimes committed by females in the Meiji, Taisho, and Showa Eras. Discover 4 famous Japanese murderers: Takahashi Oden, the last woman beheaded in Japan, Sada Abe, a crazy lover, Kunihiko Kodaira, a rapist-killer and finally, the Toyokaku case, a woman who did everything to own a hotel.",Japan,Released,,
1969,All Monsters Attack,2.14,5.1,"Fantasy, Science Fiction, Family",70,,2399280.0,ja,"TOHO, Tokyo Laboratory",tt0064373,39462,ゴジラ・ミニラ・ガバラ オール怪獣大進撃,1.4045,206,1969-12-20,"Ichiro Miki is a child living in the industrial district of Kawasaki, where his parents' constant struggle to make ends meet often leaves the schoolboy alone. Constantly teased by a bully nicknamed Gabara, his only friends are toy consultant Shinpei and fellow classmate Sachiko. Ichiro turns to escapist dreams of Monster Island where he befriends the equally bullied Minilla.",Japan,Released,"A Godzilla father-son crisis: the furious new monster Gabara appears, taking aim at the throne of Monster Island!",
1969,Inferno of Torture,3.17,5.625,"Drama, Horror",95,,,ja,Toei Company,tt0142920,76755,徳川いれずみ師：責め地獄,1.1508,28,1969-05-02,"Japan nineteenth century. High demand for tattooed geisha generates an entire industry for their ""production"". Europeans pay more for tattooed beauties. Against this background, and considering the gorgeous tattooed women develop the history of confrontation between two highly skilled masters of tattoo.",Japan,Released,,
1969,The Wonderful World of Puss 'n Boots,3.52,7.0,"Family, Action, Adventure, Comedy, Animation",80,,,ja,Toei Animation,tt0064714,58704,長靴をはいた猫,1.0807,33,1969-03-18,"His goal is to help the weak and defenseless, but his saving a mouse makes him the most wanted in all the land. On the run from incessant, dim-witted mice, Perro befriends a young miller's boy, Pierre; together, they decide to seek fame and fortune. When they cross paths with the lovely Princess Rosa, Perro determines to get Pierre hitched to Her Royal Highness.",Japan,Released,,
1969,The Snake Woman,2.84,0.0,"Horror, Fantasy",100,,,ko,Shin Films,tt0389353,321719,사녀,1.0381,0,1969-02-16,"An aged snake turns to a beautiful woman after the devil's order, and tempts a young Buddhist monk. The two marries, and gives birth to a son. The snake tries to kill her husband to obey the devil's order, but she can't because of the love she built with the man. The devil turns the snake into a stone. But with the help of a Buddha, she turns back to a human, living happily after with the monk.",South Korea,Released,,
1969,Horrors of Malformed Men,3.48,5.583,"Horror, Mystery",99,,,ja,Toei Company,tt0142257,39986,江戸川乱歩全集　恐怖奇形人間,0.9561,60,1969-10-31,"After escaping from an insane asylum, a medical student assumes the identity of a mysterious dead man, who appears to be his doppelganger, and gets lured to a sinister island ruled by a mad scientist and his malformed men.",Japan,Released,Banned for decades! The most notorious Japanese horror film ever made!,
1970,A Touch of Zen,4.12,7.6,"Action, Adventure, Fantasy",180,,,zh,"Union Film Company, International Film Company",tt0064451,44154,俠女,1.7093,220,1970-07-10,"Gu Sheng-zhai, an artist in his early 30s, still lives with his mother, but he is suddenly shaken by the arrival of Yang Hui-zhen, a mysterious princess on the run. Yang brings Gu into her circle of protectors, including a nameless monk whose spiritual guidance transforms him into a valiant fighter.","Hong Kong, Taiwan",Released,,
1970,Cleopatra: Queen of Sex,3.2,5.6,"Animation, Comedy, Science Fiction",113,,,ja,"Mushi Production, Tezuka Productions",tt0065588,84488,クレオパトラ,1.697,45,1970-09-15,"Three people from the future, who travel spiritually to the era of the Egyptian queen Cleopatra VII Philopator and her Roman lovers Julius Caesar and Mark Antony, become their closest friends as they try to unravel the nature of the plan developed in their own time by a sinister enemy.",Japan,Released,,
1970,The Chinese Boxer,3.6,6.174,Action,90,,,zh,Shaw Brothers,tt0065999,62762,龍虎鬪,1.1422,43,1970-11-27,"Lei Ming, a noble young martial arts student who doesn't know the meaning of giving up. He faces a treacherous, blood-thirsty Japanese karate expert, which leads to many memorable battles as well as several unforgettable training sequences.",Hong Kong,Released,See The Sweeping Hand of Death Strike Without Mercy!,
1970,The Vampire Doll,3.37,6.836,"Horror, Mystery",71,,,ja,TOHO,tt0066600,115018,幽霊屋敷の恐怖 血を吸う人形,1.1238,61,1970-07-04,"A young man goes missing after visiting his girlfriend's isolated country home. His sister and her boyfriend trace him to the creepy mansion, but their search becomes perilous when they uncover a gruesome family history.",Japan,Released,"The curse of an undead beauty who has risen, weeping in her search for fresh blood...",
1970,Lady of Steel,3.32,6.0,"Action, Adventure",88,,,zh,Shaw Brothers,tt0065958,107899,荒江女俠,0.9727,13,1970-02-27,"A young swordswoman named Fang Ying-qi (Cheng Pei-Pei) sets out to join a gathering of the martial world’s leading warriors under the banner of Lord Xia (Fang Mien) and the Flying Dragon Clan. Their mission is to organize the defense of their country against invading Jin forces. Fang also intends to avenge the murder of her parents 20 years past by bandit leader Han Shi-xiong (Huang Chung-hsin). Han has since taken on a new, false identity as a reputable member of the Flying Dragon Clan while secretly working with the Jin to bring down the resistance. Han uses cunning and a network of criminal fighters in an attempt to assassinate Fang, and when that fails, to frame her as a traitor. Once his true identity and intentions are revealed, a determined Fang must rely on her deadly sword skills and assistance from a clever beggar clan leader (Yueh Hua) to stop Han and restore her reputation.",Hong Kong,Released,,
1971,The Big Boss,3.37,7.068,Action,99,100000.0,,zh,Orange Sky Golden Harvest,tt0067824,12481,唐山大兄,4.1823,812,1971-10-23,"Cheng is a young Chinese mainlander who moves in with his expatriate cousins to work at an ice factory in Thailand. He does this with a family promise never to get involved in any fights. However, when members of his family begin disappearing after meeting the management of the factory, the resulting mystery and pressures force him to break that vow and take on the villainy of the Big Boss.",Hong Kong,Released,Every limb of his body is a lethal weapon!!!,
1971,Godzilla vs. Hedorah,3.5,6.8,"Science Fiction, Action, Horror",85,250000.0,2768400.0,ja,"TOHO, Toho Eizo Bijutsu, Tokyo Laboratory",tt0067148,39464,ゴジラ対ヘドラ,1.3771,238,1971-07-24,"An ever evolving alien life-form arrives on a comet from the Dark Gaseous Nebula and proceeds to consume pollution. Spewing mists of sulfuric acid and corrosive sludge, neither humanity nor Godzilla may be able to defeat this toxic menace.",Japan,Released,The Smog Monster Hedorah arrives in a shooting star!,2518400.0
1971,Sex Rider: Wet Highway,3.35,4.8,Thriller,68,,,ja,Nikkatsu Corporation,tt0287685,233651,セックス・ライダー　濡れたハイウェイ,1.0619,12,1971-12-29,"On the eve of her wedding and while cheating with another man, a woman gets involved into a dangerous new world of experiences.",Japan,Released,,
1971,"Throw Away Your Books, Rally in the Streets",4.17,7.3,Drama,137,,,ja,"Jinriki Hikoki Sha, Art Theatre Guild",tt0228853,104549,書を捨てよ町へ出よう,1.0029,60,1971-04-24,"An experimental, psychedelic odyssey through Japanese subculture experienced via the eyes of a disillusioned young man, who must contend with intense familial dysfunction, psychosexual alienation, and existentialist malaise.",Japan,Released,,
1971,The New One-Armed Swordsman,3.72,6.9,"Action, Drama, History, War",102,,,zh,Shaw Brothers,tt0069518,28039,新獨臂刀,0.9691,81,1971-02-07,"Lei Li lost his right-arm in a sword duel with the master of a martial arts school, long ago. Now, he is able to defend himself well with just his left arm, and kung fu techniques. That he proves with just the help of his friend Chung-Chieng, when he crosses his path with a beautiful girl in need, Pao Chiao. Even against impossible odds, he will prove a great warrior.",Hong Kong,Released,It slashes! It smashes! It rips you apart! It's the bloodiest weapon of the martial arts! Watch it outdo Kung-Fu!,
1971,Gamera vs. Zigra,2.38,4.754,"Adventure, Science Fiction, Action, Family",87,,,ja,"Dainichi-Eihai, Daiei Film",tt0067123,70322,ガメラ対深海怪獣ジグラ,0.9258,65,1971-07-17,A moon base is destroyed by a spaceship from Zigra which is looking to take over the planet earth to use its oceans for its ocean-dwelling denizens. Gamera must once again come to the aid of the human race while all of Japan roots him on.,Japan,Released,Deep-Sea Monster Zigra!,
1971,Sunset,2.8,0.0,Romance,94,,,zh,Shaw Brothers,tt0445838,187358,夕陽戀人,0.89,0,1971-11-19,"Teenage heart throbs Ching Li and Paul Chin Pei come across like Annette Funicello and Frankie Avalon in the musical Sunset, a musical romp that plays similar to one of Hollywood's famous ""Beach Party"" movies. A car load of girls meets a car load of boys and Ching and Paul ultimately fall in love. Yet the film takes an acrid twist and turns out to be more like a Shakespearian tragedy than a beach-babe party.",Hong Kong,Released,,
1971,The Battle of Okinawa,3.56,7.5,"War, History",149,,,ja,TOHO,tt0067523,130853,激動の昭和史　沖縄決戦,0.8687,12,1971-08-14,"The Americans are swiftly closing on Okinawa, an island just south of the Japanese mainland. The Imperial command sends top generals and several army divisions to defend it at all costs. The mission quickly degenerates as vital resources and troops are diverted to other islands. After a civilian evacuation ends in tragedy most of non-combatants are forced to remain on the island. Many convert to soldier status. Tokyo sends mixed messages that squander time and resources, as when they order the defenders to build an airstrip for aircraft that never come. The truth soon becomes obvious: the high command decides that the island cannot be held and effectively abandons the Okinawan defenders. When the Americans land many troops are deployed in the wrong places. As the slaughter mounts, a suicidal attitude takes hold. Okinawa becomes a death trap, for civilian volunteers and non-combatants as well.",Japan,Released,The biggest and last fierce battle in history! 90 days of turbulence that burned green and life!,
1972,Fist of Fury,3.65,7.221,"Drama, Action, Thriller",108,100000.0,100000000.0,zh,"Orange Sky Golden Harvest, Concord Productions",tt0068767,11713,精武門,4.7599,1043,1972-03-22,"During the Japanese occupation of Shanghai, Chen Zhen, the star pupil of a recently-deceased martial arts teacher battles a Japanese dojo which seeks the demise of his master's fighting school.",Hong Kong,Released,Bruce Lee has done the impossible... ...HE'S SURPASSED HIMSELF!!!,99900000.0
1972,Goodbye CP,3.97,7.2,Documentary,82,,,ja,Shisso Production,tt0234669,123094,さよならCP,3.2973,6,1972-03-01,"Kazuo Hara follows the lives and activities of Yokota Hiroshi and Yokozuka Koichi, members of an activist group made up of people with cerebral palsy.",Japan,Released,,
1972,The Cannibals,3.62,6.8,Action,91,,,zh,,tt0079281,325822,黑吃黑,2.1321,2,1972-08-10,A man (Chang Yi) is looking for stolen money (gold coins) and seeking revenge for the death of his master.,Hong Kong,Released,,
1972,Lone Wolf and Cub: Baby Cart at the River Styx,4.01,7.345,"Action, Drama, Adventure",81,,,ja,"Katsu Production, TOHO",tt0068816,17810,子連れ狼 三途の川の乳母車,1.5212,190,1972-04-22,Ogami Itto battles a group of female ninja in the employ of the Yagyu clan and must eliminate a traitor who plans to sell his clan's secrets to the Shogunate.,Japan,Released,,
1972,Godzilla vs. Gigan,3.01,6.4,"Action, Adventure, Science Fiction",89,,1780000.0,ja,"TOHO, Toho Eizo Bijutsu, Tokyo Laboratory",tt0068371,19336,地球攻撃命令 ゴジラ対ガイガン,1.5116,221,1972-03-12,"Manga artist Gengo Odaka lands a job with the World Children's Land amusement park only to become suspicious of the organization when a garbled message is discovered on tapes. As Gengo and his team investigate, Godzilla and Anguirus quickly decipher the message and begin their own plan of action.",Japan,Released,"Defeat the evil space monsters! You can protect the Earth, Godzilla!",
1972,Lone Wolf and Cub: Sword of Vengeance,3.8,7.359,"Drama, Action, Adventure",84,,,ja,"Katsu Production, TOHO",tt0068815,41471,子連れ狼 子を貸し腕貸しつかまつる,1.4636,245,1972-01-15,"Official Shogunate executioner Ogami Itto has been framed for disloyalty to the Shogunate by the Yagyu clan, against whom he now is waging a one-man war, along with his infant son, Daigoro.",Japan,Released,,
1972,Hapkido,3.6,6.7,"Action, Drama",97,,,zh,"Ga Luen, Orange Sky Golden Harvest",tt0068676,36682,合氣道,1.4222,49,1972-10-01,"Yu Ying, Kao and Fan return to China to start a martial arts school but are bullied by the Japanese competitor who runs the Black Bear school. The harassment leads to intense conflicts between them.",Hong Kong,Released,Here comes the unbreakable China doll who gives you the licking of your life!,
1972,Lone Wolf and Cub: Baby Cart in Peril,3.76,7.252,"Action, Adventure, Thriller",81,,,ja,"TOHO, Katsu Production",tt0143348,41477,子連れ狼 親の心子の心,1.309,149,1972-12-30,"Ogami Itto is hired to kill a tattooed female assassin and battles Retsudo, head of the Yagyu clan, and his son Gunbei.",Japan,Released,,
1973,The Kingdom,4.08,6.3,"Action, Thriller",87,,,ja,,tt0443300,104340,王国,2.3025,3,1973-05-18,"A popular poet, Goku, becomes depressed when his editor jokingly suggests that he is a sell-out.",Japan,Released,,
1973,Belladonna of Sadness,3.72,7.352,"Animation, Drama, Fantasy",87,,,ja,"Nippon Herald Films, Mushi Production",tt0071203,64847,哀しみのベラドンナ,1.793,349,1973-06-30,"An evil feudal lord rapes a village girl on her wedding night and proceeds to ruin her and her husband's lives. After she's eventually banished from her village, the girl makes a pact with the devil to gain magical ability and take revenge.",Japan,Released,"A soul wandering in love… Belladonna, a flower that blooms with the sap of tears…",
1973,Sex and Fury,3.46,6.1,"Action, Crime",88,,,ja,Toei Company,tt0070085,20567,不良姐御伝　猪の鹿お蝶,1.7362,97,1973-02-17,"Sex & Fury chronicles Ocho's exploits as she searches for her father's killers, each identified by unique tattoos on their backs (a deer, a boar, and a butterfly). Along the way, she also crosses paths with Shonusuke, a radical set on murdering prominent politician Kurokawa and Christina, an American spy posing as a gambler.",Japan,Released,The Biography of the Woman Boss of Bad Girls...,
1973,None But the Brave,3.29,5.6,"Action, Drama",118,,,zh,Orange Sky Golden Harvest,tt0066790,245592,铁娃,1.7306,5,1973-05-09,"Story is about how a revolutionist, played by Cheng Pei Pei, taking on the identity of a Captain's (Ou Wei) long lost sister who is actually dead. Cheng manages to fool the Captain for a while, but little by little, the Captain catches on to her and the revolutionist's plan to stop Chinese-Japanese relations.",Hong Kong,Released,,
1973,Blood Brothers,3.11,6.3,"Action, Drama",123,,,zh,Shaw Brothers,tt0069881,64363,刺馬,1.568,36,1973-02-24,"Set in the waning years of the Ching Dyansty, this dramatic, tragic, romantic, blood-soaked martial arts tale of betrayal and revenge explores one of the most sensational scandals in Chinese history and marked the true ascension of its director and actors to superstar status. In fact, Ti Lung won Taiwan's Golden Horse Award for Outstanding Performance as the challenging role of a jealous provincial governor who kills his friend in order to steal the man's wife.",Hong Kong,Released,No one could stand in their way... and live!,
1974,Godzilla vs. Mechagodzilla,3.3,7.0,"Action, Adventure, Science Fiction",84,,1330000.0,ja,"TOHO, Toho Eizo Bijutsu, Toho Laboratory, Tokyo Laboratory",tt0071565,38582,ゴジラ対メカゴジラ,1.6153,274,1974-03-21,"An Okinawan prophecy that foretells the destruction of the Earth is seeming fulfilled when Godzilla emerges to return to his destructive roots. But not all is what it seems after Godzilla breaks his ally Anguirus's jaw. Matters are further complicated when a second Godzilla emerges, revealing the doppelgänger as a mechanical weapon.",Japan,Released,"Flying through space and firing missiles! A dreadful Godzilla, whose whole body is a weapon, appears!",
1974,Flower & Snake,3.09,5.4,"Thriller, Drama, Horror",74,,,ja,Nikkatsu Corporation,tt0225920,49573,花と蛇,1.5796,48,1974-06-22,"Shizuka is the aristocratic wife of the president of a large company. When she wants to divorce her domineering husband, he orders his employee Yoshi, the son of an adult toy store owner, to train his wife to become sexually submissive.",Japan,Released,,
1974,The Golden Lotus,3.13,7.0,"Romance, Action, Drama",111,,,zh,Shaw Brothers,tt0071567,50146,金瓶雙艷,1.432,67,1974-01-17,"Golden Lotus is based, in part, on Jin Ping Mei, a famous erotic novel of ancient China. Li Han-Hsiang adapted part of the story into this film, which starts with Hsi Men Ching, a successful merchant, wooing Pan Chin Lien, the beautiful wife of one of the townspeople.",Hong Kong,Released,,
1975,Goodbye Bruce Lee: His Last Game of Death,2.91,5.0,"Action, Drama",86,,,zh,Yu-Yun Film Co,tt0073061,48295,新死亡遊戲 / Game of Death,1.828,9,1975-02-16,"A young man (Bruce Li) unwittingly gets wrapped up in a money scam. When he refuses to give the cash back, the bad guys kidnap his girlfriend and hold her hostage in the Tower Of Death. Once there, he is given two options. Watch his girlfriend get thrown off the top or fight various martial artists on 7 different levels to win his girlfriend back.","Hong Kong, Taiwan",Released,Long live the king!,
1975,The Bullet Train,3.48,6.8,"Action, Crime, Drama, Thriller",152,,,ja,Toei Company,tt0080479,47634,新幹線大爆破,1.76,64,1975-07-05,"A Japanese bullet train is threatened with a bomb that will explode automatically if the train slows below 80 km/h, unless a ransom is paid. Police race to find the bombers so the train crew can learn how to defuse the bomb.",Japan,Released,They said it couldn't happen... But for 1500 passengers Bullet Train 109 became a nightmare journey that just couldn't be stopped!,
1975,Graveyard of Honor,3.68,6.6,"Crime, Action",94,,,ja,Toei Company,tt0073207,71851,仁義の墓場,1.2881,52,1975-02-15,A self-destructive man becomes a powerful member of the yakuza but quickly loses his self-control. Based on the true story of Rikio Ishikawa.,Japan,Released,Only crows will cry when I die!,
1975,All Men Are Brothers,3.39,6.9,"Action, Adventure, Drama",102,,,zh,Shaw Brothers,tt0071389,56277,蕩寇誌,1.1839,19,1975-05-10,"Based on one of China's enduring epic novels, written in the 14th century, ""All Men Are Brothers"" continues the patriotic story of righteous warriors battling despotic leaders, featuring mythic characters familiar to every Chinese, and with a cast that has achieved an equally celebrated status among Shaw Brothers devotees.",Hong Kong,Released,,
1975,Terror of Mechagodzilla,3.22,6.8,"Science Fiction, Action, Drama",83,,970000.0,ja,"TOHO, Toho Eizo Bijutsu, Tokyo Laboratory",tt0073373,19333,メカゴジラの逆襲,1.1468,239,1975-03-15,"A submarine expedition to salvage the remains of Mechagodzilla is thwarted by a massive dinosaur named Titanosaurus. An Interpol investigation leads biologist Ichinose to uncover the work of Dr. Mafune and his mysterious daughter Katsura. Aligned with the Black Hole Aliens, Katsura's life becomes entwined with the resurrected machine.",Japan,Released,It has become even more enraged! It has even more powerful weapons! Mechagodzilla has been resurrected!,
1976,In the Realm of the Senses,3.63,6.578,"Drama, Romance",105,,7650000.0,ja,"Argos films, Oshima Productions, Shibata Organisation",tt0074102,5879,愛のコリーダ,8.3931,706,1976-09-15,"A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.","Japan, France",Released,Never before had a man and a woman loved each other so intensely.,
1976,Oxen Split Torturing,3.12,5.774,"Horror, Drama",80,,,ja,Toei Company,tt0367151,36225,徳川女刑罰絵巻　牛裂きの刑,2.7658,31,1976-09-04,"Two short stories set in Edo during the Shogun era. The first, during a time when Christians are persecuted vehemently, Iori falls in love with a young Christian girl. When she and her family are captured during a raid, his sadistic master takes her as his personal slave to torment Iori. The second follows Sutezo who, forced to serve the barbarous master of a brothel in order to repay his debts, befriends a young girl. Together, they both escape and struggle to get by on scams and petty theft.",Japan,Released,,
1976,The Shaolin Avengers,3.37,6.8,Action,97,,,zh,"Shaw Brothers, Chang's Film Company",tt0074513,109088,方世玉與胡惠乾,1.6152,23,1976-06-18,"Heroism and romance combine in an action-packed martial arts story. When the Shaolin are betrayed by White-Browed Hermit, hotheaded warrior-hero Fong Sai Yuk vows revenge.","Hong Kong, Taiwan",Released,Four hands are better than two.,
1976,New Fist of Fury,2.84,6.0,"Action, Thriller",119,10000000.0,,zh,Lo Wei Motion Picture Company,tt0075439,18666,新精武門,1.381,89,1976-07-08,"A brother and sister escape from Japanese-occupied Shanghai to Japanese-occupied Taiwan, to stay with their grandfather who runs a Kung-Fu school there. However, the master of a Japanese Kung- Fu school in Taiwan has plans to bringing all other schools on the island under his domination, and part of his plan involves the murder of the grandfather.","Hong Kong, Taiwan",Released,One man. One style. One legend.,
1976,Shaolin Wooden Men,3.22,6.8,Action,97,,1013271.0,zh,Lo Wei Motion Picture Company,tt0075201,40829,少林木人巷,1.2943,134,1976-10-10,"Little Mute is an orphan traumatized into silence by the death of his father at the hands of a vicious fighting master. Living at the Shaolin monastery, he befriends a dangerous prisoner who teaches him a secret form of deadly kung fu. Seeing his intense determination, other masters share the wisdom of the Gliding Snake and Drunken Master techniques. In one of the most exciting fight scenes ever filmed, Little Mute must run the gauntlet of the famous 108 wooden men in an extreme test of skill and endurance. But if he becomes a master, will he use his unmatched force for redemption or revenge?",Hong Kong,Released,Revenge is his destiny.,
1976,Shaolin Temple,3.48,6.2,"Action, Adventure",126,,,zh,"Shaw Brothers, Chang's Film Company",tt0075202,45736,少林寺,1.2034,34,1976-12-22,"There is no place more hallowed in the martial art world than China's Shaolin Temple. This special place deserves a special epic, which is what the martial arts maestro delivers in this battle between a brave brand of Chinese boxers and literally thousands of Qing troops - complete with betrayals, intrigues, and such novel fighting machines as 108 wooden robots. The conflicts grow in complexity, intensity and even suspense as monks struggle to stay alive in the face of overwhelming odds.",Hong Kong,Released,,
1976,Cloistered Nun: Runa's Confession,3.2,3.7,"Drama, Romance",74,,,ja,Nikkatsu Corporation,tt0224116,49591,修道女ルナの告白,1.1628,12,1976-01-08,"Sisterhood is powerful. Before leaving for a mission in Africa, Runa, a nun, visits her sister three years after entering the convent when her sister stole Runa's boyfriend. Runa comes to forgive and to help her sister make enough money buying and selling some convent property so she can marry. The old boyfriend has new women in his life, but he and the sister tell Runa they're a couple in order to keep the property deal. To make even more money, Runa's sister wheedles large gifts from various men she's stringing along. There are flashbacks to Runa's sexual awakening at the convent. But what are her real reasons to close this deal?",Japan,Released,"Trembling with guilt, quivering with depravity - the saint's night, body and soul gasping and writhing - Runa Takamura (formerly of Golden Half) makes a magnificent transformation!",
1977,Yoko,3.01,0.0,,80,,,ja,,,1402747,Yoko,2.6204,0,1977-10-22,"The tale of two sisters, suffering from a nervous disorder.",,Released,,
1977,House,3.99,7.313,"Comedy, Fantasy, Horror",88,,,ja,Toho Eizo Bijutsu,tt0076162,25623,ハウス,2.4112,762,1977-08-26,"Hoping to find a sense of connection to her late mother, Gorgeous takes a trip with her friends to visit her aunt's ancestral house in the countryside. The girls soon discover that there is more to the old house than meets the eye.",Japan,Released,"In the heart of a violet forest, an old house awaits young girls.",
1977,Executioners from Shaolin,3.51,6.8,"Action, Drama",100,,,zh,Shaw Brothers,tt0076168,22124,洪熙官,1.8778,51,1977-02-16,"A couple unite - she is fluent in the crane style of kung fu, he in tiger style. They have a son, but the boy's father is killed by the evil eunuch Pai Mei. Disguised as a girl, his mom trains him in crane style while he secretly learns tiger style from his father's training manual.",Hong Kong,Released,,
1977,Fairy in a Cage,3.16,5.348,"Drama, Horror",70,,,ja,Nikkatsu Corporation,tt0226267,140785,檻の中の妖精,1.7614,23,1977-06-04,During World War II a moral corrupt judge uses the military police to falsely accuse and imprison a high class business woman who captures his eye at a party. In his personal underground dungeon he subjects her to various humiliations and sexual abuse.,Japan,Released,,
1977,Rape! 13th Hour,3.26,5.6,"Action, Crime, Thriller",73,,,ja,Nikkatsu Corporation,tt0287648,39876,レイプ25時 暴姦,1.4241,20,1977-01-22,A serial rapist takes on a young protégé to his craft as he is pursued by a homosexual gang seeking vengeance for an attack on their leader.,Japan,Released,"Behave yourself! People are watching!! At 1:00 AM, women driven mad by red roses, crushed by lightning-fast caresses.",
1978,Lupin the Third: The Mystery of Mamo,3.64,7.013,"Animation, Adventure, Comedy, Crime, Drama",102,2000000.0,4200000.0,ja,"TOHO, Tokyo Movie Shinsha, Telecom Animation Film",tt0078187,30143,ルパン三世 ルパンVS複製人間,3.0369,112,1978-12-16,"While attempting to win the affections of a beautiful rival, a master thief risks death to learn the secret intentions of a wealthy and seemingly immortal, but certainly ruthless, recluse.",Japan,Released,"Sometimes, being able to put together a world-class art collection takes a thief... this time it takes an extraordinary thief!",2200000.0
1978,The 36th Chamber of Shaolin,4.05,7.478,"Action, Adventure",116,,,zh,Shaw Brothers,tt0078243,11841,少林三十六房,1.9768,480,1978-02-02,"During the Qing Dynasty, a fishmonger is killed by the reigning Manchu government for supporting the anti-government movement; his son manages to escape to Shaolin Temple, where he plans to learn its secretive brand of martial arts to seek revenge.",Hong Kong,Released,"He who struggles initially, might succeed eventually, and even finally.",
1978,Crippled Avengers,3.8,6.9,"Action, Drama",106,,,zh,Shaw Brothers,tt0077292,40081,残缺,1.43,102,1978-12-21,"A group of martial artists seek revenge after being crippled by Tu Tin-To, a martial arts master, and his son.",Hong Kong,Released,Where the better man stays alive!,
1978,The Five Venoms,3.54,6.664,"Action, Drama, Mystery",97,,,zh,Shaw Brothers,tt0077559,13481,五毒,1.3409,159,1978-08-12,"A dying master sends his last student to check up on five former pupils, who each know a special style of kung-fu.",Hong Kong,Released,Pick Your Poison!,
1978,The Avenging Eagle,3.75,7.5,"Action, Adventure",90,,,zh,Shaw Brothers,tt0077868,83876,冷血十三鷹,1.2654,36,1978-09-13,"Eagle Chief Yoh Xi-hung raises orphans to be his personal killers. One such is Chik Ming-sing who now wants to put his killer life behind him. When the Eagle Clan come after him, a stranger called Cheuk comes to his assistance It turns out that Cheuk is the son of a family who were robbed and murdered by the Eagles. Now they will team up to destroy the evil clan.",Hong Kong,Released,Death was his way of life!,
1978,Empire of Passion,3.64,6.85,"Drama, Romance, Horror",105,,,ja,"TOHO-TOWA, Argos films, Oshima Productions",tt0077132,49096,愛の亡霊,1.2192,130,1978-09-06,"In a small Japanese village at the end of the 19th century, a rickshaw driver's wife takes on a much younger lover and the two conspire to murder him.","Japan, France",Released,The haunting of a passionate love.,
1979,The Castle of Cagliostro,4.02,7.514,"Animation, Adventure, Comedy, Crime",102,7202188.0,8194857.0,ja,"Tokyo Movie Shinsha, Telecom Animation Film",tt0079833,15371,ルパン三世 カリオストロの城,3.5785,1111,1979-07-06,"After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.",Japan,Released,Believe in the Thief.,992669.0
1979,Star of David: Beauty Hunting,3.35,6.2,"Horror, Thriller",100,,,ja,Nikkatsu Corporation,tt0225458,39863,堕靡泥の星　美少女狩り,1.6018,48,1979-10-27,"The life of Tatsuya, a young man of proper yet mysterious descent, whose outward respectability hides his urges for rape and torture.",Japan,Released,"A masterpiece of immoral Eros, a movie of Masaaki Sato's dramatic manga made by Norifumi Suzuki of 'Torakku yarō'!",
1979,The Inferno,3.52,6.6,Horror,131,,,ja,Toei Company,tt0202931,261932,地獄,1.5835,11,1979-06-03,"Hell manifests itself through the sins, shame and desires of an upper class rural family and a mother's grief from beyond the grave.",Japan,Released,,
1979,Dragon Fist,3.11,6.2,"Action, Drama",97,,,zh,Lo Wei Motion Picture Company,tt0079484,46124,龍拳,1.1844,85,1979-04-21,"After the death of his master, martial arts student Tong Huo-wan travels with his adoptive family to seek redress from the man responsible but finds himself torn between righteousness and filial piety after becoming entangled in a feud between a local clan and gangsters.","Hong Kong, Taiwan",Released,,
1980,Doraemon: Nobita's Dinosaur,3.46,6.7,"Animation, Adventure, Family, Fantasy, Science Fiction",100,,25000000.0,ja,Shin-Ei Animation,tt1147517,64789,映画ドラえもん のび太の恐竜,1.9367,65,1980-03-15,"Doraemon: Nobita's Dinosaur is a 1980 animated film based on the popular manga and anime series, Doraemon. It was released in 1980, one year after the premiere of the TV series (making it the first feature-length Doraemon film). The movie was released in Japan 15 March 1980. In 2006 the movie was remade.",Japan,Released,,
